Id,McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ngawha,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,rotokawa,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill,Price
10,22967.0,43294.0,80888.0,3525.73,10271.5,8820.0,0.0,2420.0,24718.0,90431.0,45968.0,13370.0,29956.36,10041.9522,158456.0,128940.0,0.0,2017.0,19770.0,53593.0,17518.0,217223.0,1292.0,8730.0,5929.0,50071.0,67375.0,12092.83,19675.0,7080.0,74357.0,43572.0,43485.0,521.19,1828.0,0.0,21695.0,13378.29,41566.0,0.0,155334.0,27781.0,0.0,4391.88,6990.476,12151.796,0.0,73288.0,0.0,7430.5891,14592.9,3037.0,3030.0,4154.0202,69989.0,13637.5,24435.0,10380.0,3495.0,2505.0,0.0,19749.0262,85.6
11,22674.0,43054.0,80915.0,5020.36,17371.0,15440.0,0.0,9310.0,50085.0,95852.0,148816.0,19419.0,43429.17,10776.3936,103471.0,191346.0,19977.0,6917.0,19640.0,53762.0,16810.0,368088.0,0.0,50040.0,9356.0,39855.0,67875.0,11773.45,19783.0,10850.0,70555.0,68807.0,67889.0,0.0,4473.5,20833.0,23736.0,15431.2,49580.5,0.0,19193.0,24.0,0.0,0.0,8384.28,10891.1271,0.0,37249.0,20192.0,49.45115,1894.2,21219.0,12870.0,18.0,68660.0,13633.0,789.0,29600.0,7623.0,4991.0,0.0,85.0048,84.88
12,45233.0,43164.0,81114.0,5341.71,22285.0,26850.0,5314.0,17050.0,72909.0,218840.0,169153.0,16732.0,36604.8,8806.8484,115986.0,192588.0,20939.0,6880.0,24740.0,53902.0,13912.0,316816.0,858.0,39800.0,9362.0,43922.0,70851.0,12049.5,19858.0,24910.0,90321.0,73931.0,73949.0,0.0,8693.0,20945.0,31167.0,12769.24,59222.0,0.0,56321.0,0.0,0.0,0.0,14403.0162,12315.6446,0.0,37503.0,20030.0,0.0,0.0,17710.5,11160.0,9296.5215,68451.0,15979.0,0.5,28590.0,1707.0,5927.0,0.0,17274.5637,72.78
13,46362.0,43001.0,80856.0,10901.21,21994.0,7310.0,5296.0,18050.0,76700.0,160356.0,161345.0,18021.0,44829.61,11030.4096,196453.0,189254.0,20894.0,3433.0,28850.0,54032.0,15526.0,222012.0,0.0,67040.0,34557.0,47607.0,66952.0,11656.65,19642.0,14790.0,112550.0,95783.0,95434.0,2956.79,4447.0,0.0,43475.0,13097.68,73591.0,0.0,164065.0,0.0,0.0,2.18,14472.9439,11776.5863,13328.0,74501.0,86092.0,17.03015,1055.69,10136.0,14220.0,18675.5209,69831.0,14173.0,21648.5,37170.0,8776.0,5419.0,0.0,946.8169,104.56
14,2816.0,43175.0,81128.0,5064.05,16876.0,13820.0,0.0,16330.0,76002.0,191292.0,164420.0,19179.0,25714.17,8904.8778,106547.0,192569.0,0.0,6540.0,19230.0,53866.0,17797.0,295666.0,0.0,41940.0,9303.0,46958.0,70797.0,11645.64,20051.0,35380.0,77250.0,49083.0,48261.0,1411.9,6066.0,20861.0,21635.0,12500.83,40020.0,0.0,50911.0,35016.0,0.0,15390.3,78.4193,12185.0675,0.0,38000.0,0.0,14752.4442,30598.6,9979.5,12840.0,10999.1416,68358.0,17386.5,27860.5,13630.0,3674.0,2549.0,0.0,7329.9548,65.89
15,0.0,43126.0,80689.0,3581.26,337.5,12660.0,0.0,0.0,61759.0,163601.0,52964.0,14745.0,40437.8,9912.8666,65971.0,189596.0,0.0,7535.0,19220.0,53800.0,18219.0,99452.0,0.0,8120.0,6022.0,44860.0,67648.0,11951.74,20182.0,0.0,98129.0,81221.0,79825.0,546.99,4463.0,20987.0,21841.0,13612.14,50102.0,0.0,0.0,16243.0,0.0,5824.89,30613.0534,11391.7967,0.0,38249.0,1.0,7708.807000000002,18508.48,3055.5,6190.0,10339.6019,69595.0,18537.5,565.0,0.0,7446.0,2332.0,0.0,22856.8712,144.74
16,45895.0,43276.0,80886.0,6983.43,22405.5,26860.0,3631.0,21580.0,73544.0,212409.0,174253.0,18350.0,28955.56,10889.8482,113998.0,192565.0,20945.0,6866.0,19750.0,53832.0,15935.0,367482.0,0.0,55480.0,9372.0,45092.0,67546.0,12079.07,20321.0,30000.0,112643.0,98300.0,98092.0,1543.63,2992.5,20939.0,29595.0,15529.2,69871.5,0.0,40837.0,3933.0,1516.0799,4614.98,22509.7677,11916.5647,0.0,37157.0,47563.0,2423.4506,13929.73,7355.0,14820.0,13365.5626,68577.0,14835.5,4.0,38250.0,4430.0,5164.0,0.0,0.0,93.17
17,43613.0,43069.0,81112.0,5066.6,24128.0,26610.0,5289.0,18130.0,95048.0,217635.0,174092.0,19455.0,41139.8,11013.73,118111.0,191270.0,20218.0,6642.0,19770.0,53669.0,13759.0,365841.0,1031.0,56290.0,9367.0,42511.0,67171.0,11706.66,20528.0,25910.0,64269.0,49629.0,47978.0,1926.18,9867.5,20919.0,21622.0,14993.55,77332.0,0.0,52901.0,24.0,0.0,674.37,24656.1186,12116.898000000001,0.0,37153.0,23219.0,392.9124,3165.94,2953.5,15200.0,14734.5594,68447.0,14757.5,0.0,32330.0,4504.0,2717.0,0.0,13735.6351,237.69
18,0.0,43229.0,81045.0,4270.32,19127.0,12850.0,0.0,0.0,46263.0,85775.0,104231.0,19176.0,33160.61,10885.8792,41318.0,169093.0,0.0,7107.0,19720.0,53796.0,16870.0,330266.0,0.0,2040.0,9369.0,50287.0,67803.0,12023.33,20139.0,0.0,78865.0,50564.0,49869.0,2288.96,1515.0,20878.0,21821.0,15935.12,29578.0,0.0,0.0,0.0,0.0,2.42,8509.107099999997,12726.0398,0.0,37101.0,0.0,0.1029,383.18,2857.5,140.0,7005.8306,68966.0,15660.0,4264.5,0.0,1558.0,2524.0,0.0,9179.7443,49.68
19,23771.0,43277.0,81446.0,4517.54,24180.5,26040.0,0.0,4080.0,48346.0,152956.0,163451.0,19417.0,43258.18,10778.236,111944.0,196280.0,20930.0,7601.0,19870.0,53763.0,17990.0,222329.0,0.0,6990.0,9360.0,41955.0,67739.0,12237.02,20719.0,9070.0,99137.0,72048.0,71124.0,0.0,4021.5,21047.0,21396.0,16432.72,59654.0,0.0,0.0,13653.0,0.0,2732.88,16110.2012,12147.3432,0.0,37249.0,0.0,1319.64005,11854.36,2979.5,4330.0,11452.0829,69370.0,13540.5,0.0,7100.0,7802.0,2527.0,0.0,13344.1041,77.28
20,23201.0,43252.0,81213.0,3884.98,19714.0,25160.0,4850.0,19620.0,74770.0,198268.0,174081.0,18349.0,29653.54,10888.9368,117087.0,175863.0,20880.0,6866.0,19870.0,53810.0,15663.0,335405.0,1182.0,64830.0,9378.0,45237.0,67072.0,12111.63,20084.0,22460.0,107735.0,90983.0,90434.0,1460.55,3957.0,20953.0,21610.0,15380.67,61412.5,0.0,43684.0,1034.0,0.0,1950.28,26768.888,12453.9372,0.0,37150.0,23919.0,640.3996500000002,7669.609999999998,3002.0,13880.0,16078.1448,68690.0,14949.5,0.0,37250.0,4315.0,2516.0,0.0,8.5885,118.21
21,23435.0,43070.0,80655.0,8032.04,214.0,7870.0,2999.0,0.0,17265.0,31494.0,0.0,18438.0,40722.28,10541.6346,119444.0,152467.0,0.0,1159.0,20810.0,53797.0,10100.0,222213.0,3280.0,0.0,9453.0,48740.0,67558.0,12038.93,19752.0,0.0,46099.0,31819.0,30879.0,0.0,1605.5,0.0,27104.0,12814.95,38139.0,0.0,125167.0,38309.0,0.0,14275.36,26706.1881,10194.8347,13819.0,73120.0,0.0,14571.3592,34884.0,2920.5,0.0,15.5,69744.0,10646.0,31450.5,0.0,1735.0,2588.0,0.0,0.0,68.03
22,23103.0,43154.0,80642.0,4084.0,38769.0,10250.0,4589.0,8710.0,49174.0,149902.0,107148.0,17317.0,43797.9,10595.2896,248004.0,191717.0,20970.0,1795.0,34730.0,53316.0,15720.0,220719.0,864.0,20400.0,9336.0,46232.0,67523.0,12053.86,19349.0,26400.0,48873.0,26292.0,25586.0,1561.24,9264.0,0.0,21827.0,12756.01,49321.0,0.0,259349.0,11291.0,3150.473,6293.7,14671.115,11233.2041,0.0,73305.0,20402.0,10225.07385,25337.05,15018.0,5710.0,16650.0655,69263.0,14060.0,31338.0,15090.0,4331.0,2385.0,0.0,10267.6426,246.9
23,47097.0,43270.0,81938.0,3997.5,22607.5,25580.0,209.0,9190.0,75944.0,144369.0,160892.0,18921.0,45930.58,10530.6586,243623.0,197659.0,0.0,8744.0,19250.0,53925.0,17424.0,165443.0,0.0,60180.0,9466.0,44656.0,67327.0,12512.44,20275.0,15130.0,105290.0,89785.0,88794.0,1139.83,12514.0,0.0,29364.0,12691.93,50109.0,0.0,186986.0,38666.0,0.0,11473.75,20744.6717,11375.87,0.0,38102.0,20462.0,15026.0815,29290.32,7500.5,17110.0,19911.4583,69430.0,18595.5,3420.5,29600.0,10603.0,2353.0,0.0,25150.0109,161.75
24,45567.0,43078.0,81102.0,10807.24,17836.0,7820.0,4962.0,8950.0,47986.0,117720.0,125820.0,18033.0,43283.25,10652.992,134691.0,187641.0,0.0,8185.0,19220.0,53831.0,17501.0,224188.0,2740.0,42410.0,28175.0,48320.0,66994.0,11847.16,19564.0,13970.0,56857.0,51724.0,51334.0,0.0,3359.0,0.0,49553.0,12891.35,50271.0,477.0,124493.0,29090.0,0.0,10411.67,10677.4375,11402.0906,13285.0,74386.0,56974.0,7198.06565,26097.21,3959.5,13840.0,479.5085,69280.0,12314.5,29991.0,36480.0,6584.0,5180.0,0.0,2123.6097,56.31
25,21121.0,43330.0,81582.0,7182.09,22112.0,23380.0,0.0,25750.0,97006.0,176102.0,171714.0,19442.0,39155.1,10785.0666,118103.0,196555.0,21420.0,6831.0,19530.0,53689.0,16689.0,366456.0,0.0,41500.0,9356.0,45148.0,67950.0,12246.62,20573.0,37300.0,95116.0,73093.0,71866.0,1322.29,6924.0,21060.0,21658.0,16593.5,65083.5,0.0,25823.0,0.0,0.0,112.18,24518.5935,13408.5476,0.0,37146.0,0.0,113.76255,1784.62,2940.0,10900.0,12263.071000000002,69564.0,17803.5,7514.5,38510.0,6856.0,2524.0,0.0,9739.9585,127.75
26,0.0,43258.0,81267.0,4119.64,11629.5,12840.0,0.0,0.0,45007.0,31606.0,52747.0,19178.0,32939.53,10887.5158,16793.0,167795.0,0.0,7202.0,19780.0,53798.0,17322.0,332540.0,0.0,2020.0,9367.0,50285.0,67845.0,12163.57,20437.0,0.0,45653.0,41768.0,41110.0,2371.0,1533.0,20891.0,21821.0,16051.78,39567.5,0.0,0.0,0.0,0.0,0.0,7944.6895,13144.9934,0.0,37102.0,0.0,0.0,161.13,2853.5,0.0,6605.0358,68721.0,18600.0,10831.0,0.0,1668.0,2526.0,0.0,2876.2396,56.28
27,45921.0,43268.0,82182.0,10456.08,22339.5,11240.0,1716.0,26570.0,77997.0,169517.0,154601.0,19135.0,42420.01,10527.3854,202851.0,194712.0,21026.0,0.0,19190.0,53845.0,13477.0,299807.0,0.0,66720.0,17195.0,38385.0,67849.0,12572.58,20286.0,34360.0,111508.0,96706.0,95209.0,2615.11,11059.5,0.0,43165.0,12163.57,48879.5,0.0,231084.0,413.0,0.0,1812.12,8663.921599999998,13301.8407,0.0,38104.0,62895.0,1520.5181,7344.12,9843.0,14050.0,16171.4813,69357.0,18466.0,25360.5,31090.0,6264.0,4887.0,0.0,0.0,125.39
28,20273.0,42626.0,78863.0,3571.53,5466.5,7850.0,0.0,0.0,24708.0,33286.0,0.0,18454.0,33035.06,8810.396,0.0,152208.0,0.0,6455.0,19270.0,53444.0,12679.0,220837.0,0.0,0.0,5925.0,46112.0,69560.0,11183.58,18843.0,0.0,54485.0,46414.0,46309.0,1130.51,682.0,20641.0,11821.0,12209.71,41459.5,0.0,0.0,31519.0,0.0,7597.91,27988.5541,11746.4981,0.0,37996.0,0.0,12215.5294,28015.68,3111.0,0.0,3943.5935,68182.0,14579.5,29753.0,0.0,1290.0,2592.0,0.0,10966.229,22.56
29,22588.0,43174.0,79575.0,6171.97,22432.5,10280.0,5300.0,16990.0,49364.0,161376.0,103155.0,17289.0,44507.46,10160.6694,191955.0,191129.0,20694.0,1912.0,20690.0,53720.0,14768.0,306616.0,515.0,55430.0,9310.0,47329.0,67370.0,11899.05,19526.0,17160.0,58477.0,48215.0,47992.0,3027.32,8783.5,0.0,32305.0,12941.56,39500.0,0.0,248847.0,22249.0,16142.5594,7190.92,3209.0895,11295.9291,0.0,35029.0,93685.0,5926.62285,21122.32,10291.5,14570.0,17806.963499999998,69007.0,11613.0,23893.0,32200.0,4176.0,2789.0,0.0,7175.1136,250.2
30,46167.0,43182.0,82024.0,9481.82,22222.0,12240.0,1717.0,22060.0,75485.0,179281.0,215530.0,19145.0,44410.75,10640.742,240714.0,192293.0,0.0,575.0,19110.0,53848.0,17100.0,275401.0,0.0,89640.0,17252.0,40577.0,67680.0,12115.77,19922.0,35630.0,102115.0,86238.0,85293.0,3017.19,11153.0,0.0,32010.0,12006.74,58768.5,351.0,234447.0,10000.0,0.0,4434.79,3914.5177,12675.2648,0.0,37795.0,107382.0,4498.4457,19171.84,9959.5,17590.0,20689.0643,69176.0,18486.5,9814.0,44220.0,6522.0,7597.0,0.0,10613.4673,181.34
31,44415.0,43189.0,81294.0,5135.01,20062.5,23470.0,4969.0,17250.0,99082.0,185527.0,173292.0,12884.0,37889.81,10773.287,117958.0,191577.0,20440.0,6693.0,19600.0,53730.0,16976.0,264685.0,680.0,57160.0,9366.0,43357.0,68000.0,11784.14,20534.0,24890.0,98089.0,83535.0,83149.0,2362.47,7623.5,20876.0,21605.0,15413.31,59408.0,0.0,40091.0,3148.0,0.0,415.77,2227.7719,12588.9472,0.0,37145.0,23496.0,1043.6749,5040.63,3029.5,12740.0,15323.035,68440.0,19167.0,8166.0,30800.0,1855.0,4991.0,0.0,998.2808,91.52
32,0.0,43484.0,81330.0,9272.88,20624.5,8360.0,2824.0,15050.0,70487.0,121782.0,128894.0,19444.0,31968.99,10285.884,70216.0,197617.0,0.0,0.0,20240.0,53415.0,15831.0,368772.0,0.0,16930.0,9394.0,50252.0,68084.0,12269.82,20471.0,13340.0,82490.0,71863.0,71500.0,2531.4,7736.0,21028.0,21789.0,16799.67,40814.0,0.0,0.0,13.0,0.0,0.0,7152.9033,13636.5196,0.0,37400.0,482.0,0.1339,826.27,3047.5,14460.0,7620.5332,69571.0,15409.0,2074.0,28010.0,1610.0,2778.0,0.0,2469.7882,71.96
33,47120.0,43304.0,82023.0,4000.89,22635.5,25590.0,0.0,8020.0,72806.0,172974.0,162610.0,18920.0,45829.96,10399.27,242669.0,197668.0,0.0,8749.0,19230.0,53937.0,18033.0,128518.0,0.0,55810.0,9461.0,44805.0,67381.0,12539.83,20279.0,10340.0,99172.0,84939.0,83961.0,575.02,12871.0,0.0,29372.0,12733.49,49872.0,405.0,158343.0,34356.0,0.0,9626.55,24022.5435,11298.7059,0.0,38101.0,589.0,12969.5554,23622.84,7465.0,12080.0,21157.2014,69415.0,18590.5,4128.5,29610.0,10925.0,2356.0,0.0,25444.7255,171.98
34,23039.0,43306.0,81392.0,5066.84,11441.5,12950.0,0.0,8940.0,81833.0,222864.0,154535.0,19156.0,40540.84,9906.6142,106816.0,170242.0,20917.0,6782.0,20290.0,53915.0,15281.0,167459.0,0.0,42280.0,9384.0,43444.0,68005.0,12238.9,20826.0,13890.0,111643.0,93772.0,94083.0,0.0,4731.0,20893.0,21812.0,14162.89,49264.0,0.0,45367.0,27206.0,0.0,3107.08,24.1123,13058.18,0.0,37250.0,0.0,9708.651149999998,14888.44,2940.5,10620.0,15251.8108,69263.0,21624.0,7510.5,27640.0,8003.0,2380.0,0.0,2417.0141,117.26
35,0.0,43198.0,81108.0,4014.6,16511.5,9170.0,0.0,3600.0,62291.0,175227.0,151845.0,19461.0,36623.4,10782.4,85508.0,173564.0,0.0,6992.0,19660.0,53804.0,17451.0,279948.0,0.0,17160.0,5937.0,45505.0,68085.0,12297.8,20262.0,1870.0,74151.0,46236.0,46279.0,0.0,3825.5,20935.0,21831.0,16259.7,39448.5,0.0,0.0,10588.0,0.0,5083.97,10191.9,11544.0,0.0,37301.0,0.0,4304.86,19190.3,2967.0,5210.0,705.24,69202.0,19225.0,14630.5,14700.0,7483.0,2774.0,0.0,3231.36,75.76
36,0.0,43276.0,81314.0,3911.51,10283.5,12850.0,0.0,0.0,49214.0,31522.0,54463.0,19176.0,33095.33,10887.8098,16830.0,165911.0,0.0,7046.0,19790.0,53815.0,16819.0,331708.0,0.0,2030.0,9367.0,50189.0,67872.0,12138.0,20655.0,0.0,44910.0,40491.0,40661.0,2351.53,3789.0,20923.0,21819.0,16118.88,39423.0,0.0,0.0,0.0,0.0,0.0,6028.8373,13328.0315,0.0,37150.0,0.0,0.0,13.1,2860.0,4150.0,7588.004499999999,68844.0,18548.0,13122.0,0.0,1570.0,2526.0,0.0,1306.8667,57.59
37,45704.0,43244.0,80798.0,7969.479999999998,22670.5,26860.0,4656.0,31640.0,74327.0,209809.0,173842.0,18350.0,29322.59,10888.6232,116769.0,192616.0,20915.0,6858.0,19660.0,53822.0,15824.0,366647.0,0.0,66930.0,9370.0,44755.0,67630.0,12065.01,20290.0,32640.0,112355.0,98117.0,97253.0,1863.75,7111.0,20932.0,29598.0,15209.5,76755.5,0.0,51156.0,2836.0,14981.2088,3851.45,17994.3184,12115.4997,0.0,37148.0,71412.0,1996.95435,11909.59,7454.0,18250.0,15735.1559,68647.0,14809.0,245.5,44230.0,4377.0,5160.0,0.0,32.6037,128.33
38,23576.0,43255.0,80857.0,4475.16,24496.0,14790.0,3220.0,9210.0,66989.0,178826.0,167536.0,19470.0,40567.42,10783.3124,109222.0,194377.0,20929.0,7263.0,19680.0,53755.0,17753.0,335406.0,0.0,49380.0,9393.0,45999.0,67867.0,12292.92,20235.0,11160.0,100193.0,91904.0,91131.0,1407.55,3498.5,20987.0,21729.0,16197.98,67785.5,0.0,28394.0,0.0,0.0,0.0,2697.5867,13443.0588,0.0,37150.0,23520.0,0.0,0.0,3007.0,13210.0,8191.6794,69141.0,17820.5,23872.0,27940.0,6786.0,2519.0,0.0,12717.1265,75.89
39,23540.0,43415.0,81813.0,4227.79,10540.0,12800.0,0.0,8510.0,50738.0,118739.0,51522.0,18427.0,39010.34,10156.818000000001,166301.0,175846.0,0.0,2705.0,19240.0,53906.0,18442.0,166373.0,1629.0,21550.0,9334.0,51569.0,68209.0,11750.32,20463.0,11160.0,82653.0,71783.0,71236.0,0.0,6969.5,0.0,21641.0,13966.54,39548.0,0.0,159284.0,10480.0,0.0,0.0,10862.891,12905.9937,0.0,37889.0,0.0,1619.26295,,3157.5,320.0,13122.6794,70263.0,16356.0,41.5,0.0,8043.0,2341.0,0.0,21327.0575,153.54
40,23729.0,43091.0,81309.0,9681.63,4007.5,8360.0,2982.0,0.0,22522.0,81793.0,0.0,18765.0,39635.73,9164.225,115584.0,132724.0,0.0,0.0,27080.0,53839.0,13584.0,221520.0,6237.0,0.0,16773.0,48273.0,67786.0,12155.54,19926.0,0.0,48850.0,34481.0,34281.0,613.6,8906.5,0.0,44473.0,13066.33,28305.0,0.0,142205.0,15618.0,0.0,4691.79,6360.2877,11572.5241,0.0,72498.0,20201.0,3117.2483,19084.23,3078.0,0.0,5728.8073,69516.0,12644.0,12899.0,0.0,4230.0,2787.0,0.0,1489.6766,64.27
41,23080.0,42836.0,82006.0,5034.81,29713.5,26750.0,68.0,18980.0,80270.0,205515.0,152924.0,19329.0,30641.480000000003,10893.7192,236497.0,198323.0,1550.0,6952.0,25230.0,53862.0,15301.0,304353.0,0.0,56370.0,9327.0,44288.0,67945.0,12296.79,20495.0,27470.0,112806.0,97176.0,96867.0,1207.03,497.0,21089.0,21854.0,14592.23,58537.5,0.0,49202.0,14050.0,21324.0752,3821.61,1777.2904,13738.1391,0.0,37151.0,0.0,5536.2279,9763.92,7558.0,22220.0,15577.7653,69641.0,21633.5,26437.5,44470.0,14845.0,4987.0,0.0,20331.8111,169.34
