Id,McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ngawha,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,rotokawa,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill
1480,23680.0,43499.0,81959.0,6159.57,24821.5,25090.0,4371.0,19850.0,49366.0,195195.0,203383.0,5495.0,42726.48,11201.4098,236244.0,196258.0,21414.0,7012.0,19780.0,53914.0,18172.0,268628.0,0.0,61310.0,9349.0,46901.0,68293.0,12295.17,20323.0,38360.0,117035.0,91840.0,90617.0,965.34,8814.0,21063.0,21654.0,14583.83,49775.5,0.0,81806.0,14721.0,0.0,1614.53,5049.9684,12669.1857,0.0,38226.0,6563.0,5011.8213,10295.21,9250.5,15880.0,17698.4364,70022.0,18493.0,7656.5,44350.0,8144.0,2416.0,0.0,2217.882
1481,0.0,43269.0,81956.0,8421.83,6611.5,7250.0,2983.0,8140.0,47749.0,108281.0,44446.0,18033.0,39706.43,10523.2596,159121.0,164546.0,0.0,3576.0,18970.0,53866.0,16335.0,164418.0,4306.0,24560.0,16612.0,49208.0,67519.0,12304.78,19446.0,7100.0,73415.0,47332.0,46881.0,3132.41,4182.5,0.0,43485.0,13514.82,28861.5,0.0,132502.0,21721.0,0.0,3569.29,12400.8652,11951.7998,13300.0,74384.0,38650.0,6675.7681,16389.26,4125.5,6420.0,8658.1704,69745.0,13999.0,10818.0,10290.0,8262.0,2733.0,0.0,921.6755
1482,46001.0,43297.0,81942.0,4318.38,28171.0,11820.0,0.0,16650.0,73496.0,212920.0,106209.0,18486.0,34427.97,8916.578999999998,244314.0,198665.0,0.0,7959.0,28960.0,51806.0,17575.0,167459.0,56.0,54710.0,9379.0,45392.0,67869.0,11964.42,19909.0,33220.0,45710.0,40579.0,40503.0,464.31,12070.0,0.0,21662.0,13140.6,49946.5,0.0,230904.0,30318.0,0.0,0.0,20948.6587,11687.1448,0.0,38198.0,39723.0,15374.8912,,3073.0,11730.0,23143.1281,69601.0,18491.0,29154.5,43410.0,10580.0,2287.0,0.0,20932.1434
1483,23328.0,43453.0,81748.0,3861.6,10529.5,12730.0,0.0,8550.0,23721.0,116928.0,51410.0,18430.0,38771.23,10158.5526,142761.0,165722.0,0.0,2659.0,19170.0,53814.0,18600.0,165392.0,1545.0,12320.0,5904.0,51960.0,68201.0,11842.66,20281.0,0.0,75478.0,72865.0,72381.0,0.0,5309.5,0.0,21831.0,13903.94,38747.0,0.0,159150.0,9754.0,0.0,0.0,8851.6164,12795.1117,0.0,37848.0,0.0,1578.0889499999996,,3147.0,0.0,4580.4522,70279.0,16251.0,70.0,0.0,10616.0,2335.0,0.0,17187.5175
1484,43497.0,43152.0,81263.0,5077.37,23457.0,15690.0,3558.0,19280.0,75609.0,181318.0,103058.0,18778.0,45987.87,9907.809800000005,239672.0,174870.0,20934.0,7822.0,18950.0,51810.0,14767.0,307158.0,0.0,43690.0,9380.0,43193.0,67038.0,10622.1,19851.0,26390.0,104165.0,87982.0,87087.0,647.05,11815.0,0.0,29638.0,12309.42,48814.5,476.0,199226.0,15501.0,21012.5995,0.0,24787.9858,10880.7043,0.0,38004.0,1372.0,3978.6616,0.0,10090.5,10730.0,20927.5123,69001.0,17570.5,0.0,28630.0,10286.0,2294.0,0.0,22617.6262
1485,46002.0,43227.0,81232.0,5358.06,2072.5,12690.0,2986.0,410.0,50409.0,102277.0,51656.0,18435.0,46342.4,10403.5,223385.0,151114.0,0.0,2905.0,19210.0,53870.0,15005.0,221626.0,0.0,1330.0,9490.0,49742.0,67316.0,12236.3,19786.0,0.0,48247.0,41754.0,41776.0,898.24,2250.5,0.0,29624.0,13148.7,29589.0,0.0,163759.0,35813.0,16883.4,10971.2,29825.2,10693.3,13456.0,74286.0,0.0,13515.7,32683.4,3430.5,1320.0,4802.995,69768.0,16118.5,12699.5,0.0,4338.0,2398.0,0.0,0.0
1486,46627.0,43338.0,81795.0,4774.62,23521.0,12950.0,0.0,1660.0,74399.0,140011.0,110063.0,18448.0,45255.91,10150.6146,233233.0,198813.0,21729.0,2525.0,19200.0,53782.0,18246.0,165057.0,1549.0,33160.0,9302.0,50223.0,67987.0,11846.36,20213.0,12880.0,82253.0,67039.0,66733.0,0.0,7834.5,0.0,21831.0,13532.89,45884.0,0.0,199606.0,9827.0,0.0,0.0,10843.2417,12552.1056,0.0,38356.0,19959.0,1855.5456,,3082.5,5720.0,11846.1285,70235.0,15536.0,300.0,15340.0,10588.0,2341.0,0.0,7932.1903
1487,23927.0,43364.0,82236.0,3580.67,5771.0,26140.0,0.0,9940.0,76837.0,145299.0,98863.0,19400.0,32801.94,9910.7008,82959.0,200292.0,0.0,7109.0,19840.0,53874.0,15326.0,166489.0,0.0,10610.0,5941.0,47074.0,68091.0,12504.6,20416.0,12530.0,75749.0,48820.0,48844.0,1032.4,4841.5,21118.0,21869.0,14939.98,42811.0,0.0,0.0,20499.0,0.0,5360.19,0.0,14319.6422,0.0,37149.0,124.0,7065.5666,15803.39,2968.0,5160.0,15584.2553,69852.0,20454.5,31747.5,14840.0,8294.0,2380.0,0.0,19720.2378
1488,23900.0,43306.0,57723.0,5581.4,4415.0,7860.0,3068.0,0.0,24428.0,99026.0,0.0,18415.0,39675.9,10165.4322,175703.0,132970.0,0.0,2778.0,19750.0,53788.0,12442.0,221882.0,0.0,0.0,9396.0,50450.0,67513.0,10695.82,19583.0,0.0,47401.0,42410.0,42266.0,674.34,2317.5,0.0,21648.0,13982.44,28560.5,0.0,154485.0,13826.0,22306.5275,4809.94,26969.6856,12450.972,13531.0,74226.0,0.0,4121.78225,20213.14,3459.0,0.0,0.0,70575.0,16126.0,218.0,0.0,4490.0,2527.0,0.0,10778.2278
1489,22660.0,42960.0,81204.0,5324.11,17672.0,13310.0,5268.0,9090.0,79090.0,213351.0,162507.0,5481.0,45189.13000000001,10778.8044,172409.0,188639.0,0.0,6698.0,19710.0,53656.0,0.0,307640.0,0.0,29850.0,9380.0,44254.0,67175.0,11727.99,20193.0,24400.0,117631.0,103547.0,102020.0,38.3,10549.5,20825.0,24706.0,12810.1,54368.5,0.0,0.0,0.0,0.0,8624.149999999998,1173.752,10909.8206,0.0,37302.0,0.0,9838.7032,20505.9,2890.5,11120.0,2357.026,69037.0,18585.0,13868.0,27670.0,7575.0,2533.0,0.0,0.0
1490,25292.0,43190.0,80710.0,5176.07,16990.0,8340.0,2972.0,7940.0,75401.0,188764.0,154537.0,19458.0,31083.62,10148.439,90324.0,192613.0,0.0,0.0,19720.0,53505.0,16441.0,368201.0,0.0,37510.0,9392.0,46720.0,67920.0,11750.42,20454.0,12050.0,99681.0,72840.0,72177.0,2184.12,3707.0,20816.0,21785.0,15405.66,53171.5,0.0,0.0,0.0,0.0,0.0,0.0,12246.4835,0.0,37396.0,23213.0,0.18855,155.45,3051.0,11150.0,3708.6975,68464.0,15390.5,893.5,14800.0,1588.0,2631.0,0.0,14317.1072
1491,0.0,43272.0,80861.0,4353.9,5361.0,8410.0,0.0,0.0,49937.0,135502.0,103193.0,19182.0,33331.45,10039.5414,0.0,171966.0,20931.0,0.0,20290.0,53819.0,16350.0,277943.0,0.0,14010.0,9401.0,51579.0,68026.0,12106.57,20133.0,0.0,48900.0,41118.0,40911.0,2400.63,3992.0,20997.0,21828.0,16317.04,30279.5,0.0,0.0,0.0,0.0,0.0,5574.5346,13217.7743,0.0,37088.0,0.0,0.0,72.25,2931.0,3480.0,3615.4621,68999.0,14901.0,13934.0,580.0,1614.0,2523.0,0.0,21157.2919
1492,46276.0,43043.0,80785.0,7035.62,22223.5,12650.0,4952.0,17060.0,49269.0,107314.0,158791.0,18446.0,46516.39,10197.4194,247313.0,190714.0,20594.0,2209.0,18740.0,53651.0,11721.0,304734.0,0.0,45320.0,30028.0,47742.0,67358.0,11844.57,19937.0,24630.0,53217.0,48092.0,47925.0,2386.99,5269.0,0.0,21640.0,12630.78,29444.0,0.0,250607.0,35006.0,0.0,16447.37,24642.3246,11195.4501,0.0,73907.0,108295.0,15378.4279,35808.3,12134.0,13140.0,11099.1246,69740.0,10528.5,23378.5,28890.0,1636.0,5474.0,0.0,857.6517
1493,45087.0,43199.0,81148.0,5219.1,22706.0,12280.0,4989.0,25700.0,78352.0,160424.0,170039.0,15865.0,38333.26,8811.7778,54192.0,189963.0,20500.0,6565.0,19820.0,54101.0,18126.0,368963.0,492.0,29130.0,28914.0,41718.0,70422.0,12198.33,20029.0,25910.0,77678.0,74775.0,75000.0,1770.65,8441.0,20902.0,29571.0,12690.77,70087.5,0.0,0.0,25637.0,0.0,7179.57,21290.8322,12365.8544,0.0,37702.0,109093.0,10275.104300000005,21551.4,2944.0,17310.0,12780.4686,67495.0,17649.0,18535.5,43370.0,1402.0,3499.0,0.0,12189.3945
1494,0.0,43173.0,81057.0,4945.9,16788.5,8270.0,5248.0,9080.0,48347.0,150256.0,136888.0,18789.0,31866.6,10028.1,34809.0,171933.0,20921.0,6772.0,20180.0,51651.0,18063.0,330059.0,0.0,14580.0,9393.0,50757.0,67919.0,12220.4,20056.0,13630.0,49709.0,47724.0,47313.0,2894.14,8762.0,20965.0,21785.0,16256.5,40069.5,356.0,0.0,2255.0,0.0,424.71,6559.5,12726.7,0.0,37200.0,42606.0,1018.7045,3686.87,3003.0,3420.0,4825.1399999999985,69160.0,14996.5,390.5,15470.0,1741.0,2874.0,0.0,19415.6
1495,22292.0,43116.0,81212.0,5241.38,20565.0,8790.0,0.0,9490.0,73880.0,159660.0,103023.0,18292.0,46212.5,10402.6412,232250.0,188209.0,0.0,2331.0,18580.0,53560.0,17439.0,306669.0,0.0,8190.0,12420.0,46687.0,67383.0,11414.75,18944.0,19320.0,53462.0,61148.0,61680.0,1316.92,729.0,0.0,21622.0,12611.83,38782.5,0.0,266318.0,35537.0,0.0,13849.69,30133.2856,10843.2478,13407.0,74324.0,0.0,14817.3264,33815.44,21293.0,5610.0,4790.7766,69337.0,11849.5,10646.5,31020.0,7918.0,4913.0,0.0,10.8456
1496,22959.0,43073.0,80942.0,5484.23,22375.0,26140.0,263.0,17950.0,102832.0,199228.0,165060.0,16748.0,33500.59,9306.8444,90976.0,191600.0,20780.0,7318.0,20740.0,39995.0,14821.0,366780.0,1251.0,42450.0,9364.0,47779.0,70531.0,12104.73,20257.0,23410.0,88297.0,73686.0,72828.0,0.0,8890.5,21079.0,31158.0,12738.96,56409.5,0.0,24329.0,3998.0,0.0,546.35,17987.2979,12260.753999999999,0.0,37400.0,19574.0,1658.13585,4552.53,9951.5,14660.0,807.6829,68311.0,16101.5,1741.5,15570.0,1828.0,3499.0,0.0,22328.7361
1497,22164.0,42988.0,80154.0,3596.9,22057.5,7840.0,2928.0,8540.0,24515.0,184626.0,139156.0,17416.0,34663.67,8668.9526,88812.0,174550.0,20205.0,6175.0,19530.0,53722.0,15855.0,276604.0,0.0,45070.0,9359.0,47273.0,70462.0,11274.88,20043.0,0.0,95630.0,84814.0,84190.0,1177.08,2485.5,20777.0,21646.0,12541.31,29307.5,0.0,601.0,30379.0,0.0,10988.83,20192.7546,12214.4317,0.0,38002.0,20224.0,12008.5724,28198.92,9872.5,16340.0,4987.0141,68477.0,14601.5,30731.0,15500.0,3545.0,2594.0,0.0,8129.5148
1498,22241.0,42976.0,80175.0,6127.12,22496.0,11270.0,757.0,17270.0,75961.0,211444.0,153193.0,19133.0,35610.66,9794.61,195338.0,190695.0,0.0,7212.0,18690.0,53558.0,16147.0,276486.0,0.0,42080.0,9787.0,36487.0,67499.0,11583.78,19427.0,26640.0,83442.0,72668.0,72341.0,1181.43,3067.0,0.0,22664.0,0.0,57863.5,0.0,181831.0,23629.0,0.0,6017.08,18709.4132,11554.0785,0.0,37901.0,20256.0,9390.80035,21988.22,3327.5,12050.0,19305.2758,68837.0,18491.0,14917.0,29610.0,6228.0,2566.0,0.0,10155.3708
1499,23803.0,43320.0,81408.0,4334.85,17723.0,26070.0,0.0,2070.0,48694.0,140028.0,158227.0,19415.0,43289.45,10780.6566,102490.0,196650.0,1181.0,7621.0,19880.0,53783.0,14705.0,220790.0,0.0,7610.0,9357.0,42184.0,67958.0,12243.64,20758.0,40.0,99630.0,71612.0,71593.0,0.0,3971.5,21042.0,21398.0,16462.34,49280.0,0.0,0.0,11394.0,0.0,2425.8,15430.2183,12214.4615,0.0,37250.0,0.0,1558.27655,13344.62,2999.5,4370.0,4041.5979,69333.0,13579.0,0.0,0.0,7820.0,2528.0,0.0,13978.7041
1500,0.0,43248.0,81125.0,3561.0,21360.0,12310.0,0.0,0.0,50287.0,83335.0,108222.0,19414.0,38110.83,10393.6056,81923.0,176767.0,0.0,6935.0,21700.0,53822.0,15360.0,221263.0,0.0,10740.0,5938.0,45630.0,67877.0,12427.09,19844.0,0.0,84370.0,71254.0,71328.0,1286.0,4836.0,20998.0,21823.0,16324.09,40085.5,0.0,0.0,717.0,0.0,233.58,14538.8824,12132.1801,0.0,37251.0,0.0,286.90305,3542.85,3004.0,5860.0,13404.3335,61281.0,19085.0,17850.5,0.0,5601.0,2530.0,0.0,0.0
1501,45594.0,43032.0,82003.0,5169.15,17912.5,11320.0,1720.0,9370.0,76069.0,176239.0,154635.0,19135.0,44086.97,10532.55,116372.0,191357.0,0.0,0.0,19250.0,53853.0,13968.0,221693.0,2165.0,44720.0,9487.0,40733.0,67703.0,12030.27,19536.0,24540.0,95585.0,88907.0,88083.0,1171.26,11053.0,0.0,43324.0,11757.3,39969.5,0.0,192828.0,10310.0,0.0,5051.72,2433.4078,12330.1234,0.0,37898.0,63270.0,5414.46175,16870.76,9966.5,11430.0,12928.023,69036.0,18620.5,19018.5,29690.0,6180.0,2326.0,0.0,2086.75
1502,22198.0,43159.0,81162.0,5233.64,22274.0,13010.0,0.0,25190.0,49641.0,98504.0,104648.0,18289.0,45984.1,10553.1398,232516.0,188634.0,0.0,2377.0,18550.0,53676.0,17317.0,306599.0,577.0,18610.0,16633.0,46732.0,67379.0,11459.32,19512.0,29660.0,86224.0,68140.0,66920.0,1469.71,6431.0,0.0,21620.0,12700.38,39833.0,86.0,266382.0,25987.0,0.0,10259.23,28658.6432,10860.8505,13437.0,74318.0,0.0,13457.1688,31155.61,30875.0,7950.0,17290.3515,69253.0,11842.5,11587.0,31360.0,7989.0,4910.0,0.0,0.0
1503,25509.0,43073.0,81093.0,5319.36,17536.5,26860.0,2942.0,17070.0,104070.0,200378.0,159267.0,16741.0,36613.27,8810.004,87137.0,191606.0,20555.0,6924.0,22610.0,53821.0,14366.0,368529.0,1932.0,46880.0,9365.0,47641.0,70835.0,11909.02,20343.0,25420.0,86099.0,76111.0,76088.0,0.0,8778.5,20905.0,31164.0,12624.32,55710.5,0.0,15308.0,0.0,0.0,0.0,21032.5087,12155.8223,0.0,36200.0,0.0,0.0,0.0,9957.5,11280.0,1665.0839999999998,68524.0,16116.0,0.0,13820.0,1641.0,3497.0,0.0,22008.0264
1504,0.0,43253.0,81052.0,4324.95,15901.5,12840.0,0.0,0.0,49546.0,65504.0,107920.0,19179.0,32900.770000000004,10887.6432,29602.0,171448.0,0.0,7106.0,19700.0,53795.0,16668.0,332509.0,0.0,2040.0,9367.0,50374.0,67801.0,12079.45,20257.0,0.0,74210.0,42161.0,41647.0,2282.27,2911.0,20876.0,21829.0,15985.01,29681.5,0.0,0.0,0.0,0.0,0.0,8291.632299999997,13029.0339,0.0,37098.0,0.0,77.62084999999998,1057.42,2866.0,0.0,8989.1973,69027.0,16123.5,5464.5,0.0,1680.0,2529.0,0.0,7054.2779
1505,22673.0,42978.0,80848.0,5132.06,17538.5,24500.0,3610.0,26850.0,74945.0,189999.0,173984.0,18355.0,39181.01,10770.298,116706.0,190667.0,20418.0,6564.0,19750.0,53719.0,16148.0,366648.0,127.0,60940.0,9366.0,43516.0,67638.0,11840.19,20342.0,36270.0,107902.0,84695.0,83938.0,2344.35,8436.0,20944.0,21624.0,15497.9,69702.5,0.0,51039.0,12893.0,0.0,3764.71,21732.4469,12445.5573,0.0,37156.0,22504.0,1600.2632,13775.86,3025.5,16270.0,15180.9157,68953.0,14816.5,1055.5,33230.0,4090.0,2753.0,0.0,76.1486
1506,23181.0,43024.0,80802.0,7091.29,22619.5,7810.0,5401.0,1680.0,45603.0,89552.0,103505.0,18435.0,45946.22,10934.1344,246036.0,191676.0,0.0,964.0,18720.0,53783.0,12182.0,306801.0,741.0,51380.0,31319.0,47477.0,67635.0,11884.68,19516.0,12750.0,44693.0,38071.0,37590.0,0.0,8202.0,0.0,21646.0,12686.38,39459.5,0.0,214971.0,28392.0,0.0,13419.37,28140.8803,10319.5608,0.0,73999.0,59471.0,13579.9827,30460.02,3523.0,16120.0,18331.0211,69649.0,10600.0,24137.5,14830.0,1626.0,2585.0,0.0,393.6351
